商户编号,商户全称,商户简称,区域,商户地址,所属商圈编号,所属商圈名称,所属银行机构代码,商户机构代码,商户上架状态,省域,Qr Code,活动编号,城市,Sub Mer ID,Account Type,Shops Aptitude,组织机构表 → 总行标识,组织机构表 → 系统机构号,组织机构表 → 行政区划号,组织机构表 → 行名称,组织机构表 → 省域,组织机构表 → 城市,组织机构表 → 分行级别
260,金华市婺城区简家文具商店,金华市婺城区简家文具商店,婺城区,金华市婺城区龙川路361号,44,宁波得力,199999,92330701MA2HUJDF71,ing,浙江省,MTYxNjEzNTcwNzE0OA==,,金华市,0292330701MA2HUJDF71,401,92330701MA2HUJDF71,ABC,199999,330000,浙江,浙江省,,1
261,金华市福茂商贸有限公司,金华市福茂商贸有限公司,金东区,浙江省金华市金东区塘源线与金山大道交叉路口向南50米,44,宁波得力,199999,91330703MA28DUPOXU,soldOut,浙江省,MTYxNjEzNTcwODA5NQ==,,金华市,0291330703MA28DUPOXU,401,91330703MA28DUPOXU,ABC,199999,330000,浙江,浙江省,,1
262,金华爱优商贸有限公司,金华爱优商贸有限公司,金东区,金华市金东区新城区康济街南路一楼东-2,44,宁波得力,199999,91330703MA29P3PC01,soldOut,浙江省,MTYxNjEzNTcwOTAyNw==,,金华市,0291330703MA29P3PC01,401,91330703MA29P3PC01,ABC,199999,330000,浙江,浙江省,,1
263,兰溪市鑫彤文具店,兰溪市鑫彤文具店,兰溪市,金华市兰溪市永昌街道永杨路107号,44,宁波得力,199999,92330781MA29N4HX35,ing,浙江省,MTYxNjEzNTcwOTk0NQ==,,金华市,0292330781MA29N4HX35,401,92330781MA29N4HX35,ABC,199999,330000,浙江,浙江省,,1
389,三甲晨光文具店,三甲晨光文具店,椒江区,台州市椒江区三甲街道洪三路35号,44,宁波得力,199999,92331002MA2G7ATN35,ing,浙江省,MTYxNjEzNTgyODQ5MA==,,台州市,0292331002MA2G7ATN35,401,92331002MA2G7ATN35,ABC,199999,330000,浙江,浙江省,,1
390,黄岩兴兴文百,黄岩兴兴文百,黄岩区,台州市黄岩区东城街道文盛街31号,44,宁波得力,199999,92331003MA29YA4U2Q,ing,浙江省,MTYxNjEzNTgyOTQ0Mw==,,台州市,0292331003MA29YA4U2Q,401,92331003MA29YA4U2Q,ABC,199999,330000,浙江,浙江省,,1
391,北洋阿金文具店,北洋阿金文具店,黄岩区,台州市黄岩区北洋镇移建居新建,44,宁波得力,199999,92331003MA2G8W7Y9C,ing,浙江省,MTYxNjEzNTgzMDM1NA==,,台州市,0292331003MA2G8W7Y9C,401,92331003MA2G8W7Y9C,ABC,199999,330000,浙江,浙江省,,1
418,杭州市江干区博涵文具店,杭州市江干区博涵文具店,钱塘区,江干区顾家畈路87号,44,宁波得力,199999,92330104MA2HX7320H,ing,浙江省,MTYxNjEzNTg1NjM3Mg==,,杭州市,0292330104MA2HX7320H,401,92330104MA2HX7320H,ABC,199999,330000,浙江,浙江省,,1
419,杭州陆陈贸易有限公司,杭州陆陈贸易有限公司,萧山区,萧山去新塘路街道服装市场,44,宁波得力,199999,91330109MA2J17LB63,soldOut,浙江省,MTYxNjEzNTg1NzMwOA==,,杭州市,0291330109MA2J17LB63,401,91330109MA2J17LB63,ABC,199999,330000,浙江,浙江省,,1
420,杭州市拱墅区戴晓琴文具店,杭州市拱墅区戴晓琴文具店,拱墅区,拱墅区永固巷281号,44,宁波得力,199999,92330105MA2GNF7F91,ing,浙江省,MTYxNjEzNTg1ODI0NQ==,,杭州市,0292330105MA2GNF7F91,401,92330105MA2GNF7F91,ABC,199999,330000,浙江,浙江省,,1
421,杭州予瑞文化办公用品有限公司,杭州予瑞文化办公用品有限公司,宁波市市辖区,江干区彭埠街道备塘弄27号,44,宁波得力,199999,91330104MA2GNBB6X4(1),ing,浙江省,MTYxNjEzNTg1OTIwNQ==,,杭州市,0291330104MA2GNBB6X4(1),601,91330104MA2GNBB6X4(1),ABC,199999,330000,浙江,浙江省,,1
422,湖州南浔德立办公用品有限公司,湖州南浔德立办公用品有限公司,南浔区,南浔区南林路（碧桂园天玺对面）,44,宁波得力,199999,9.13305E+17,soldOut,浙江省,MTYxNjEzNTg2MDEzNg==,,湖州市,2.91331E+18,401,9.13305E+17,ABC,199999,330000,浙江,浙江省,,1
423,杭州方章贸易有限公司,杭州方章贸易有限公司,拱墅区,下城区朝晖路181号一层101室,44,宁波得力,199999,9.13301E+17,soldOut,浙江省,MTYxNjEzNTg2MTA2NQ==,,杭州市,2.9133E+18,401,9.13301E+17,ABC,199999,330000,浙江,浙江省,,1
424,杭州市西湖区海瑞文化用品经营部,杭州市西湖区海瑞文化用品经营部,西湖区,西湖区坤和西溪里瑾园1幢,44,宁波得力,199999,2.33011E+15,ing,浙江省,MTYxNjEzNTg2MjAwNw==,,杭州市,2.33011E+15,401,2.33011E+15,ABC,199999,330000,浙江,浙江省,,1
425,杭州市江干区裕昌食品店,杭州市江干区裕昌食品店,钱塘区,江干区丁桥镇东林桥社区,44,宁波得力,199999,02JY13301040199311,ing,浙江省,MTYxNjEzNTg2MjkzNA==,,杭州市,02JY13301040199311,401,02JY13301040199311,ABC,199999,330000,浙江,浙江省,,1
426,杭州大江东产业集聚区墨轩办公用品商行,杭州大江东产业集聚区墨轩办公用品商行,,浙江省杭州市钱塘区河庄街道乐河路49号,44,,199999,92330100MA2CEL9B26,soldOut,浙江省,MTYxNjEzNTg2Mzg2Mw==,,杭州市,0292330100MA2CEL9B26(1),401,92330100MA2CEL9B26,ABC,199999,330000,浙江,浙江省,,1
427,杭州荣帅贸易有限公司,杭州荣帅贸易有限公司,萧山区,萧山区新街街道合欢路177号新华书店,44,宁波得力,199999,91330109697087512H,soldOut,浙江省,MTYxNjEzNTg2NDg0Nw==,,杭州市,0291330109697087512H,401,91330109697087512H,ABC,199999,330000,浙江,浙江省,,1
428,杭州市江干区金杭书店,杭州市江干区金杭书店,钱塘区,江干区德信东望3幢9号,44,宁波得力,199999,92330104MA2BP8498G,ing,浙江省,MTYxNjEzNTg2NTc3OA==,,杭州市,0292330104MA2BP8498G,401,92330104MA2BP8498G,ABC,199999,330000,浙江,浙江省,,1
429,上海汴通实业有限公司,上海汴通实业有限公司,海宁市,盐仓星星港湾,44,宁波得力,199999,91310118063760154T,soldOut,浙江省,MTYxNjEzNTg2NjcwMg==,,嘉兴市,0291310118063760154T,401,91310118063760154T,ABC,199999,330000,浙江,浙江省,,1
430,湖州南浔久星办公用品有限公司,湖州南浔久星办公用品有限公司,南浔区,南浔区南林路65-67号,44,宁波得力,199999,91330503329833243H,soldOut,浙江省,MTYxNjEzNTg2NzYzNw==,,湖州市,0291330503329833243H,401,91330503329833243H,ABC,199999,330000,浙江,浙江省,,1
431,杭州木又文具有限公司,杭州木又文具有限公司,萧山区,杭州市萧山区商业城综合市场2C-342号,44,宁波得力,199999,9.13301E+17,soldOut,浙江省,MTYxNjEzNTg2ODU3Mw==,,杭州市,2.9133E+18,401,9.13301E+17,ABC,199999,330000,浙江,浙江省,,1
432,湖州织里水塘文具店,湖州织里水塘文具店,吴兴区,织里镇中华路76号,44,宁波得力,199999,92330502MA29JU3705,ing,浙江省,MTYxNjEzNTg2OTUzMg==,,湖州市,0292330502MA29JU3705,401,92330502MA29JU3705,ABC,199999,330000,浙江,浙江省,,1
433,诺得机电科技（杭州）有限公司,诺得机电科技（杭州）有限公司,萧山区,杭州市萧山区义蓬街道长五线乐园桥南50米,44,宁波得力,199999,91330109MA2H1PGB1X,soldOut,浙江省,MTYxNjEzNTg3MDQ2OA==,,杭州市,0291330109MA2H1PGB1X,401,91330109MA2H1PGB1X,ABC,199999,330000,浙江,浙江省,,1
434,杭州萧山腾励百货商行,杭州萧山腾励百货商行,萧山区,杭州市萧山区富宏电商园5幢,44,宁波得力,199999,92330109MA2H06K425,ing,浙江省,MTYxNjEzNTg3MTQxMQ==,,杭州市,0292330109MA2H06K425,401,92330109MA2H06K425,ABC,199999,330000,浙江,浙江省,,1
435,杭州同川办公用品有限公司,杭州同川办公用品有限公司,滨江区,滨江区明志路57号,44,宁波得力,199999,9.13301E+17,soldOut,浙江省,MTYxNjEzNTg3MjM1NA==,,杭州市,2.9133E+18,401,9.13301E+17,ABC,199999,330000,浙江,浙江省,,1
436,杭州万灵贸易有限公司,杭州万灵贸易有限公司,余杭区,杭州市庆春路49号,44,宁波得力,199999,91330102694597875Y,soldOut,浙江省,MTYxNjEzNTg3MzMwMw==,,杭州市,0291330102694597875Y,401,91330102694597875Y,ABC,199999,330000,浙江,浙江省,,1
437,杭州萧达贸易有限公司,杭州萧达贸易有限公司,滨江区,浦沿东冠路734号,44,宁波得力,199999,91330108MA2CEQ156J,soldOut,浙江省,MTYxNjEzNTg3NDI2MA==,,杭州市,0291330108MA2CEQ156J,401,91330108MA2CEQ156J,ABC,199999,330000,浙江,浙江省,,1
438,杭州萧山商业城火明文体用品商行,杭州萧山商业城火明文体用品商行,,浙江省杭州市萧山区商业城江南百货市场北二区56，57，58号,44,,199999,92330109MA28T3E38N,ing,浙江省,MTYxNjEzNTg3NTIzNQ==,,杭州市,0292330109MA28T3E38N,401,92330109MA28T3E38N,ABC,199999,330000,浙江,浙江省,,1
439,杭州亚青办公用品有限公司,杭州亚青办公用品有限公司,萧山区,浙江省杭州市萧山瓜沥镇友谊路1117-2号,44,宁波得力,199999,91330109MA2H27524K,soldOut,浙江省,MTYxNjEzNTg3NjE2MA==,,杭州市,0291330109MA2H27524K,401,91330109MA2H27524K,ABC,199999,330000,浙江,浙江省,,1
440,诸暨市志高文化用品股份有限公司,诸暨市志高文化用品股份有限公司,诸暨市,诸暨市艮塔西路62号梓高文体,44,宁波得力,199999,9.13307E+17,soldOut,浙江省,MTYxNjEzNTg3NzA5MA==,,绍兴市,2.91331E+18,401,9.13307E+17,ABC,199999,330000,浙江,浙江省,,1
441,诸暨市梓高贸易有限公司,诸暨市梓高贸易有限公司,诸暨市,诸暨市大唐街道永新路1号永新广场4号楼101-104、128-130号,44,宁波得力,199999,91330681MA2JPWUB2J,soldOut,浙江省,MTYxNjEzNTg3ODAzNA==,,绍兴市,0291330681MA2JPWUB2J,401,91330681MA2JPWUB2J,ABC,199999,330000,浙江,浙江省,,1
443,诸暨市梓高求知书店,诸暨市梓高求知书店,诸暨市,诸暨市暨阳街道锦江路134、136号,44,宁波得力,199999,92330681MA2BFJ5U1P,ing,浙江省,MTYxNjEzNTg3OTkzNQ==,,绍兴市,0292330681MA2BFJ5U1P,401,92330681MA2BFJ5U1P,ABC,199999,330000,浙江,浙江省,,1
445,杭州市西湖区钻马优品百货店,杭州市西湖区钻马优品百货店,西湖区,西湖区爱莲街24号,44,宁波得力,199999,92330106MA28W8BN2Y,ing,浙江省,MTYxNjEzNTg4MTgwOQ==,,杭州市,0292330106MA28W8BN2Y,401,92330106MA28W8BN2Y,ABC,199999,330000,浙江,浙江省,,1
491,义乌市文诺文化用品有限公司,义乌市文诺文化用品有限公司,义乌市,商贸城56号门12街二楼24804,44,宁波得力,199999,91330782355415651W,soldOut,浙江省,MTYxNjEzNTkyNTE2OQ==,,金华市,0291330782355415651W,401,91330782355415651W,ABC,199999,330000,浙江,浙江省,,1
492,义乌市明图电子商务有限公司,义乌市明图电子商务有限公司,义乌市,国际商贸城H区4楼28598,44,宁波得力,199999,91330782071644532N,soldOut,浙江省,MTYxNjEzNTkyNjEwMw==,,金华市,0291330782071644532N,401,91330782071644532N,ABC,199999,330000,浙江,浙江省,,1
493,义乌市全品文具用品商行,义乌市全品文具用品商行,义乌市,义乌市宾王路238号数码城1号馆1楼,44,宁波得力,199999,92330782MA2A5F921J,ing,浙江省,MTYxNjEzNTkyNzA0MQ==,,金华市,0292330782MA2A5F921J,401,92330782MA2A5F921J,ABC,199999,330000,浙江,浙江省,,1
494,金华市婺城区优品文具店,金华市婺城区优品文具店,婺城区,浙江省金华市婺城区城北街道青年路11号,44,宁波得力,199999,92330702MA2EBTCN77,ing,浙江省,MTYxNjEzNTkyODAwNA==,,金华市,0292330702MA2EBTCN77,401,92330702MA2EBTCN77,ABC,199999,330000,浙江,浙江省,,1
495,金华市婺城区赚角日用品百货商行,金华市婺城区赚角日用品百货商行,婺城区,浙江省金华市婺城区三江街道金华商城1G区西01号,44,宁波得力,199999,92330701MA2FNBCR77,ing,浙江省,MTYxNjEzNTkyODk0OA==,,金华市,0292330701MA2FNBCR77,401,92330701MA2FNBCR77,ABC,199999,330000,浙江,浙江省,,1
496,金华市婺城区启文办公用品经营部,金华市婺城区启文办公用品经营部,婺城区,浙江省金华市婺城区新狮街道流云路123号,44,宁波得力,199999,92330702MA29PTXH36,ing,浙江省,MTYxNjEzNTkyOTg2OA==,,金华市,0292330702MA29PTXH36,401,92330702MA29PTXH36,ABC,199999,330000,浙江,浙江省,,1
497,衢州新金城文化办公用品有限公司,衢州新金城文化办公用品有限公司,柯城区,浙江省衢州市通荷路3号,44,宁波得力,199999,91330802742041629L,soldOut,浙江省,MTYxNjEzNTkzMDc5NQ==,,衢州市,0291330802742041629L,401,91330802742041629L,ABC,199999,330000,浙江,浙江省,,1
498,衢州市柯城老赖文具用品商行,衢州市柯城老赖文具用品商行,柯城区,浙江省衢州市柯城区五环路184号,44,宁波得力,199999,2.3308E+16,ing,浙江省,MTYxNjEzNTkzMTcyOQ==,,衢州市,2.3308E+16,401,2.3308E+16,ABC,199999,330000,浙江,浙江省,,1
499,兰溪市祝平文具商行,兰溪市祝平文具商行,兰溪市,兰溪市排岭市场20-21摊位,44,宁波得力,199999,92330781MA2FKM0C10,ing,浙江省,MTYxNjEzNTkzMjY2MQ==,,金华市,0292330781MA2FKM0C10,401,92330781MA2FKM0C10,ABC,199999,330000,浙江,浙江省,,1
500,兰溪市俊得文体用品店,兰溪市俊得文体用品店,兰溪市,兰溪市云山街道车站东路11号,44,宁波得力,199999,2.33078E+15,ing,浙江省,MTYxNjEzNTkzMzYwMQ==,,金华市,2.33078E+15,401,2.33078E+15,ABC,199999,330000,浙江,浙江省,,1
501,兰溪市勿忘我文化用品店,兰溪市勿忘我文化用品店,兰溪市,兰溪市云山街道人民南路63号,44,宁波得力,199999,92330781MA2EB4TWOM,ing,浙江省,MTYxNjEzNTkzNDUyMA==,,金华市,0292330781MA2EB4TWOM,401,92330781MA2EB4TWOM,ABC,199999,330000,浙江,浙江省,,1
502,遂昌天佑办公用品店,遂昌天佑办公用品店,义乌市,丽水市遂昌县妙高街道凯恩路218号,44,宁波得力,199999,92331123MA2E30DA48,ing,浙江省,MTYxNjEzNTkzNTQ0Ng==,,金华市,0292331123MA2E30DA48,401,92331123MA2E30DA48,ABC,199999,330000,浙江,浙江省,,1
503,松阳县一号文聚办公用品店,松阳县一号文聚办公用品店,金东区,丽水市松阳县西屏街道府前街5-1号,44,宁波得力,199999,92331124MA2A04DW59,ing,浙江省,MTYxNjEzNTkzNjM3OQ==,,金华市,0292331124MA2A04DW59,401,92331124MA2A04DW59,ABC,199999,330000,浙江,浙江省,,1
504,衢州市柯城杰佳电脑经营部,衢州市柯城杰佳电脑经营部,义乌市,荷二路4号,44,宁波得力,199999,92330802MA29TPEK89,ing,浙江省,MTYxNjEzNTkzNzQ4Mw==,,金华市,0292330802MA29TPEK89,401,92330802MA29TPEK89,ABC,199999,330000,浙江,浙江省,,1
505,衢州市柯城杰兴电脑商行,衢州市柯城杰兴电脑商行,义乌市,荷花中路123号,44,宁波得力,199999,92330802MA29TP8C4K,ing,浙江省,MTYxNjEzNTkzODQ1MA==,,金华市,0292330802MA29TP8C4K,401,92330802MA29TP8C4K,ABC,199999,330000,浙江,浙江省,,1
506,东阳市童学文具店,东阳市童学文具店,东阳市,东阳市六石街道高谊路5号,44,宁波得力,199999,92330783MA2JWRU23C,ing,浙江省,MTYxNjEzNTkzOTQwMA==,,金华市,0292330783MA2JWRU23C,401,92330783MA2JWRU23C,ABC,199999,330000,浙江,浙江省,,1
507,东阳市吴宁华晖文百经营部,东阳市吴宁华晖文百经营部,东阳市,东阳市东阳商城38号,44,宁波得力,199999,92330783MA2FPYJ98M,ing,浙江省,MTYxNjEzNTk0MDM0OQ==,,金华市,0292330783MA2FPYJ98M,401,92330783MA2FPYJ98M,ABC,199999,330000,浙江,浙江省,,1
508,磐安县晨欣文具店,磐安县晨欣文具店,磐安县,磐安县安文镇南园路59号,44,宁波得力,199999,92330727MA29LA0E51,ing,浙江省,MTYxNjEzNTk0MTMwNw==,,金华市,0292330727MA29LA0E51,401,92330727MA29LA0E51,ABC,199999,330000,浙江,浙江省,,1
509,磐安县金利小百货批发部,磐安县金利小百货批发部,磐安县,磐安县安文镇新市路21号,44,宁波得力,199999,92330727MA29MGYD5D,ing,浙江省,MTYxNjEzNTk0MjI0NQ==,,金华市,0292330727MA29MGYD5D,401,92330727MA29MGYD5D,ABC,199999,330000,浙江,浙江省,,1
565,得力附小办公文具用品,得力附小办公文具用品,临安区,临安区锦北街道回龙巷320号,44,宁波得力,199999,92330185MA2J0UY811,ing,浙江省,MTYxNjEzNTk5NjM0Mw==,,杭州市,0292330185MA2J0UY811,401,92330185MA2J0UY811,ABC,199999,330000,浙江,浙江省,,1
566,绍兴市越城区永信文具批发部,绍兴市越城区永信文具批发部,越城区,浙江省绍兴市越城区城南亚太商厦4幢7号营业房,44,宁波得力,199999,92330602MA2FBJ1P7D,ing,浙江省,MTYxNjEzNTk5NzMwMg==,,绍兴市,0292330602MA2FBJ1P7D,401,92330602MA2FBJ1P7D,ABC,199999,330000,浙江,浙江省,,1
567,杭州富阳新诚文化用品商行,杭州富阳新诚文化用品商行,富阳区,杭州市富阳区富春街道香槟路867号,44,宁波得力,199999,292330183MA2KCDW03,ing,浙江省,MTYxNjEzNTk5ODI1Mg==,,杭州市,0292330183MA2KCDW03,401,292330183MA2KCDW03,ABC,199999,330000,浙江,浙江省,,1
568,金华市金东区然笑文具店,金华市金东区然笑文具店,金东区,金华市金东区傅村镇清坊街836号,44,宁波得力,199999,92330703MA2EAWF519,ing,浙江省,MTYxNjEzNTk5OTE4OQ==,,金华市,0292330703MA2EAWF519,401,92330703MA2EAWF519,ABC,199999,330000,浙江,浙江省,,1
569,金华市婺城区惠蓝文体用品店,金华市婺城区惠蓝文体用品店,婺城区,金华市婺城区城北街道劳动路585号,44,宁波得力,199999,92330702MA2GX6WG6Q,ing,浙江省,MTYxNjEzNjAwMDE0NA==,,金华市,0292330702MA2GX6WG6Q,401,92330702MA2GX6WG6Q,ABC,199999,330000,浙江,浙江省,,1
570,武义县壶山街道联城日用百货商行,武义县壶山街道联城日用百货商行,武义县,金华市武义县壶山下街原人民医院底层沿街第15-24间,44,宁波得力,199999,92330723MA28EXJW7A,ing,浙江省,MTYxNjEzNjAwMTA3MA==,,金华市,0292330723MA28EXJW7A,401,92330723MA28EXJW7A,ABC,199999,330000,浙江,浙江省,,1
621,湖州织里益慧文具用品店,湖州织里益慧文具用品店,吴兴区,织里富民路397号,44,宁波得力,199999,92330502MA2F8FF12L,ing,浙江省,MTYxNjEzNjA1MDA3Mw==,,湖州市,0292330502MA2F8FF12L,401,92330502MA2F8FF12L,ABC,199999,330000,浙江,浙江省,,1
622,杭州临安思羽办公用品店,杭州临安思羽办公用品店,临安区,临安区双林街177号,44,宁波得力,199999,92330185MA2KDJW13T,ing,浙江省,MTYxNjEzNjA1MTA0Mw==,,杭州市,0292330185MA2KDJW13T,401,92330185MA2KDJW13T,ABC,199999,330000,浙江,浙江省,,1
623,杭州鱼艺凡文化艺术有限公司,杭州鱼艺凡文化艺术有限公司,拱墅区,拱墅区塘萍路383号,44,宁波得力,199999,91330105MA2CD8450A,soldOut,浙江省,MTYxNjEzNjA1MTk3NQ==,,杭州市,0291330105MA2CD8450A,401,91330105MA2CD8450A,ABC,199999,330000,浙江,浙江省,,1
624,绍兴市越城区马山镇金发文百商店,绍兴市越城区马山镇金发文百商店,越城区,马山镇中兴路118号,44,宁波得力,199999,2.3306E+15,ing,浙江省,MTYxNjEzNjA1MjkxOQ==,,绍兴市,2.3306E+15,401,2.3306E+15,ABC,199999,330000,浙江,浙江省,,1
625,杭州市西湖区景溪文具店,杭州市西湖区景溪文具店,西湖区,西湖区三墩镇联良路55号,44,宁波得力,199999,92330106MA2KCNH48N,ing,浙江省,MTYxNjEzNjA1Mzg3MQ==,,杭州市,0292330106MA2KCNH48N,401,92330106MA2KCNH48N,ABC,199999,330000,浙江,浙江省,,1
626,湖州麻氏百货有限公司,湖州麻氏百货有限公司,吴兴区,吴兴织里南路166号,44,宁波得力,199999,91330502MA2B4DQ2XP,soldOut,浙江省,MTYxNjEzNjA1NDk4Nw==,,湖州市,0291330502MA2B4DQ2XP,401,91330502MA2B4DQ2XP,ABC,199999,330000,浙江,浙江省,,1
627,杭州富阳区富春街道启程文化用品商行,杭州富阳区富春街道启程文化用品商行,富阳区,杭州富阳区富春街道兴达路28-7号,44,宁波得力,199999,92330183MA28MG6XXH,ing,浙江省,MTYxNjEzNjA1NTkyMg==,,杭州市,0292330183MA28MG6XXH,401,92330183MA28MG6XXH,ABC,199999,330000,浙江,浙江省,,1
628,绍兴市图阳商贸有限公司,绍兴市图阳商贸有限公司,越城区,浙江省绍兴市袍江菖蒲街148号二楼,44,宁波得力,199999,91330600MA2BE4JP3F,soldOut,浙江省,MTYxNjEzNjA1Njg0Mg==,,绍兴市,0291330600MA2BE4JP3F,401,91330600MA2BE4JP3F,ABC,199999,330000,浙江,浙江省,,1
629,杭州临安芯芯文具店,杭州临安芯芯文具店,临安区,临安区锦北街道回龙巷320号,44,宁波得力,199999,92330185MA2H1W5D77,ing,浙江省,MTYxNjEzNjA1Nzc4MQ==,,杭州市,0292330185MA2H1W5D77,401,92330185MA2H1W5D77,ABC,199999,330000,浙江,浙江省,,1
657,晨咏文体金华配送中心,晨咏文体金华配送中心,义乌市,和信路1296号,44,宁波得力,199999,2.3307E+16,ing,浙江省,MTYxNjEzNjA4NDExNA==,,金华市,2.3307E+16,401,2.3307E+16,ABC,199999,330000,浙江,浙江省,,1
658,丽水市莲都区芷含文化用品经营部,丽水市莲都区芷含文化用品经营部,义乌市,丽水市莲都区龙门岭小区8栋1单元802室,44,宁波得力,199999,92331102MA2E4QBE0C,ing,浙江省,MTYxNjEzNjA4NTA1MQ==,,金华市,0292331102MA2E4QBE0C,401,92331102MA2E4QBE0C,ABC,199999,330000,浙江,浙江省,,1
659,东阳市商城启辰文具店,东阳市商城启辰文具店,义乌市,东阳市商城28-29号,44,宁波得力,199999,92330783MA2E890Q44,ing,浙江省,MTYxNjEzNjA4NjAwMQ==,,金华市,0292330783MA2E890Q44,401,92330783MA2E890Q44,ABC,199999,330000,浙江,浙江省,,1
781,景宁海平文具店,景宁海平文具店,义乌市,景宁红星街道金仙5弄60号,44,宁波得力,199999,92331127MA2A00WT0R,ing,浙江省,MTYxNjEzNjIwNjQ0NA==,,金华市,0292331127MA2A00WT0R,401,92331127MA2A00WT0R,ABC,199999,330000,浙江,浙江省,,1
782,松阳县西屏新潮文体渔具商行,松阳县西屏新潮文体渔具商行,义乌市,松阳县西屏街道太平坊路6号,44,宁波得力,199999,92331124MA2G0PXM3X,ing,浙江省,MTYxNjEzNjIwODEzMw==,,金华市,0292331124MA2G0PXM3X,401,92331124MA2G0PXM3X,ABC,199999,330000,浙江,浙江省,,1
890,绍兴市越城区佳洋文体用品商行,绍兴市越城区佳洋文体用品商行,柯桥区,浙江省绍兴市稽山路286号,44,宁波得力,199999,92330602MA288WYJ06,ing,浙江省,MTYxNjEzNjMxMzk5Ng==,,绍兴市,0292330602MA288WYJ06,401,92330602MA288WYJ06,ABC,199999,330000,浙江,浙江省,,1
891,绍兴汇博文化用品有限公司,绍兴汇博文化用品有限公司,柯桥区,柯桥区安昌街道依水家园,44,宁波得力,199999,91330621MA2BHRMQXE,soldOut,浙江省,MTYxNjEzNjMxNTA0Nw==,,绍兴市,0291330621MA2BHRMQXE,401,91330621MA2BHRMQXE,ABC,199999,330000,浙江,浙江省,,1
892,绍兴市越城区忆忆文化用品店,绍兴市越城区忆忆文化用品店,越城区,绍兴市越城区大校场沿92号,44,宁波得力,199999,92330602MA2BHTTB7W,ing,浙江省,MTYxNjEzNjMxNTk4MA==,,绍兴市,0292330602MA2BHTTB7W,401,92330602MA2BHTTB7W,ABC,199999,330000,浙江,浙江省,,1
893,绍兴市柯桥区柯桥越艺斋文具商行,绍兴市柯桥区柯桥越艺斋文具商行,柯桥区,绍兴市柯桥区柯桥山阴路育才小区4幢112~113号,44,宁波得力,199999,92330621MA2FBC824B,ing,浙江省,MTYxNjEzNjMxNjk0Mg==,,绍兴市,0292330621MA2FBC824B,401,92330621MA2FBC824B,ABC,199999,330000,浙江,浙江省,,1
894,绍兴市曦泉贸易有限公司,绍兴市曦泉贸易有限公司,越城区,绍兴市袍江百盛街156号,44,宁波得力,199999,3.30621E+17,soldOut,浙江省,MTYxNjEzNjMxNzg3OQ==,,绍兴市,2.33062E+18,401,3.30621E+17,ABC,199999,330000,浙江,浙江省,,1
895,绍兴晨名商贸有限公司,绍兴晨名商贸有限公司,越城区,绍兴市越城区解放北路玛格丽特商业中心东区8幢12号,44,宁波得力,199999,91330602686665647P,soldOut,浙江省,MTYxNjEzNjMxODgwMQ==,,绍兴市,0291330602686665647P,401,91330602686665647P,ABC,199999,330000,浙江,浙江省,,1
896,绍兴市易书贸易有限公司,绍兴市易书贸易有限公司,越城区,绍兴市东街178号,44,宁波得力,199999,91330602MA2BGHQK3P,soldOut,浙江省,MTYxNjEzNjMxOTc3Ng==,,绍兴市,0291330602MA2BGHQK3P,401,91330602MA2BGHQK3P,ABC,199999,330000,浙江,浙江省,,1
897,绍兴市越城区清湘文具店,绍兴市越城区清湘文具店,越城区,绍兴市斗门街道育贤东路194号-1,44,宁波得力,199999,92330600MA29BQA116,ing,浙江省,MTYxNjEzNjMyMDcyMQ==,,绍兴市,0292330600MA29BQA116,401,92330600MA29BQA116,ABC,199999,330000,浙江,浙江省,,1
898,杭州富阳联顺商贸有限公司,杭州富阳联顺商贸有限公司,富阳区,桂花西路239号,44,宁波得力,199999,91330183557908470X,soldOut,浙江省,MTYxNjEzNjMyMTY0Mg==,,杭州市,0291330183557908470X,401,91330183557908470X,ABC,199999,330000,浙江,浙江省,,1
899,温州市鹿城区南汇羽飞办公用品店,温州市鹿城区南汇羽飞办公用品店,鹿城区,鹿城区车站大道20号,44,宁波得力,199999,92330302MA29A7RN2Y,ing,浙江省,MTYxNjEzNjMyMjYwOQ==,,温州市,0292330302MA29A7RN2Y,401,92330302MA29A7RN2Y,ABC,199999,330000,浙江,浙江省,,1
900,温州市鹿城区南郊晓仑文体用品店,温州市鹿城区南郊晓仑文体用品店,鹿城区,浙江省温州市东立景园3幢F103室,44,宁波得力,199999,92330302MA296WW96P,ing,浙江省,MTYxNjEzNjMyMzU0OQ==,,温州市,0292330302MA296WW96P,401,92330302MA296WW96P,ABC,199999,330000,浙江,浙江省,,1
901,温州市龙湾蒲州酷乐文体用品店,温州市龙湾蒲州酷乐文体用品店,龙湾区,温州文化用品市场B幢1017号,44,宁波得力,199999,92330303MA2C25H71Q,ing,浙江省,MTYxNjEzNjMyNDQ5MA==,,温州市,0292330303MA2C25H71Q,401,92330303MA2C25H71Q,ABC,199999,330000,浙江,浙江省,,1
902,苍南县灵溪镇绿洲书店,苍南县灵溪镇绿洲书店,苍南县,苍南县建兴西路与江湾路交叉口,44,宁波得力,199999,92330327MA2C4A9LXU,ing,浙江省,MTYxNjEzNjMyNTQ3NA==,,温州市,0292330327MA2C4A9LXU,401,92330327MA2C4A9LXU,ABC,199999,330000,浙江,浙江省,,1
